Country	Rating	Date	Version	Username	Title	Content
US	3	2018-12-10	4.2.0	dragontlm	The game is great, BUT...	... far too many ads. On a good day, ads pop up every 2 minutes (I timed them). Occasionally, they come every 30 seconds. REALLY puts a crimp in game play. And the same ad (for Puffs) comes up over and over.......must have seen it 500 times. If the game weren't so good, I would trash it just because of all the ads.
US	4	2018-12-10	4.2.0	Cari131313	Love it	Such a fun game
US	5	2018-12-09	4.2.0	cr 7 dragon	LOL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	I love this game because I love dragons.
US	5	2018-12-08	4.2.0	Mega Man Z	Awesome	Man DragonML Is really awesome I have no ads so I can peacefully play with my dragons but however I do not get a large amount of stuff plus they cost lots of money
US	4	2018-12-08	4.2.0	Lexuswht448	Awesome but hard	It’s a good game but of the things here are pretty hard to get dragon eggs and it takes forever for them to hatch I would really like you to change that good things about this there a good dragons it’s fun too and it’s hard but  really good at it so another thing I’ve started a week or two ago and I’m only on level 14 can you make easier to level u please
US	5	2018-12-08	4.2.0	Koshechka_Luna	Это вау!	Это просто неотразимо! Вводите мой код дружбы:abc57c
US	3	2018-12-08	4.2.0	🙂dog/huskie lover🙂	Read this please	I like the game but I am sick of vaping adds because I don’t vape and vape adds keep popping up but if you have ever played a game with lots of adds you can handle the adds and that is the only problem
US	4	2018-12-07	4.2.0	someone with good ears	Needs a little more	I’ve only found one downfall that’s pretty harsh you can’t rotate any of the pieces the developers only made it 2-D instead of 3-D
US	4	2018-12-07	4.2.0	Do-52	Pretty good game	It's a nice game I putted the four cause I need to know how to move the habitat's sorry it's a stupid thing to rate it but I need to know how to move the habitat's again sorry it's dumb
US	1	2018-12-07	4.2.0	Muppt	Ads!!	The game is a struggle to play with the ads popping up over the screen every minute or so, blocking what you are trying to do until you can exit out of it. So frustrating!
US	5	2018-12-06	4.2.0	shortcake1959	Great game long term	I have been playing for about a year and a half.  There are always new surprises.  It still isn’t boring and I play every day.
US	4	2018-12-06	4.2.0	Lee-Anne11	It’s good  but too many ads! Way to many!but love the app!	I wish ads disappear there so annoying!
US	5	2018-12-06	4.2.0	love it so boom	Good	Loooooooooove it
US	4	2018-12-06	4.2.0	wolfieNatalie77	Love the game but.....	I love this game but TOO MUCH ADS! I just came into the game and there is already an ad! Like wth!?! Plz fix this because I really love this game and play it everyday! When there is an ad my game freezes and  I have to wait till the ad shows up!
US	5	2018-12-05	4.2.0	Boots2009	Kai’s  Review	I love this game but one thing I wish everyone could make islands
US	5	2018-12-05	4.2.0	Jeoaisbdhdjxjd	Review time	It is so much fun and it’s showing me how to take care of animals
US	4	2018-12-05	4.2.0	cokeREVIEWS	One thing	"I always get sudden ads! It’s getting annoying and I am going on it less. Also everything is the same. Maybe more battles and levels to. Though GAMELOFT pretty nice job with the graphics. Also all the time for the announcements it says 99 though I check it everyday. One more thing I promise, when I receive things and I collect them it pops up on the ALL thing and it is annoying. Overall I recommend it to people, please fix problems and reply developers!

PS, please add more dragons."
US	5	2018-12-04	4.2.0	sup man gamer	Awesome Awesome	"I am 8 and I play this game all the
 time it is amazing"
US	5	2018-12-04	4.2.0	Human 103	Great game!	I’ve played many dragon games and this one is by far the best. It’s great quality and it’s really fun. You have normal dragon breeding but then there’s the fighting that’s really fun. The time events really make you want to play everyday! 5 stars.
US	5	2018-12-02	4.1.1	chpacsfrud7272	I LOVE THIS GAME	I really like this game and I would play it forever if I could.much love to this game. :) :)
US	4	2018-12-01	4.1.1	Bluestar1213	Ads	"This game is so much fun but the ads are so annoying and inappropriate. Who wants to see an add about smoking? Well I don’t!  
This game is so much fun and the dragon are so cute!!🐉🐲🐲"
US	5	2018-12-01	4.1.1	crysolite	Best game ever	To good to be real
US	5	2018-12-01	4.1.1	oliviapoppy	My New Favorite ♥️	This is like the best game ever! :)
US	4	2018-12-01	4.1.1	Nharmonia4ever	Would be more fun without ads	I love this game, but I’m repeatedly shown ads with traumatic images on them. They are for raising awareness for vaping, but they scare me so much that I force quit the app. Please remove ads to improve the game!
US	1	2018-11-30	4.1.1	Mmiloo w	Can’t reset	Unfortunately, doesn’t seem to be any way to reset your game if you want to start over from the beginning. Tried contacting for assistance but never heard back. Really a shame, I’d love to play this but it has an old game from a family member which I don’t want to jump into.
US	4	2018-11-30	4.1.1	Gee2Saucy	Great game ! I could only ask for one more thing.	This game is like a better version of dragon city . Better dragons , more creative gameplay, better graphics ,etc. It’s very fun and addicting and it’s debatebly my favorite iOS game . In my opinion this game is far ahead of its competition as far as “dragon breeding games “ but there is one thing other games such as dragon city have above it . Battling vs your friends . Me and my group of friends play dragon city as it is better in every other way in my personal opinion . Dragon breeding games have became popular at my school in a very short amount of time but I see there are multiple people with the dilemma of which game to choose . I have convinced some to download DML and wait for the update to come where we can battle our friends or at least clanmates in a live match sort of the same way as games like clash royale work .  But point is dml could be a much more popular game if it incorporated that feature . Doesn’t sound like a very big change, but trust me . I’m a teenage kid which are most likely the main audience for this sort of game and i can tell you a lot of the time I look for games to play vs my friends just because most teenage kids are very competitive and like entertaining games of the sort . I know it doesn’t sound like a big change but give it a chance and trust me it will do wonders .
US	5	2018-11-30	4.1.1	The D-Zine Kid	Add me. Good game. Always on. Very wow.	2c8078 I gift as often as possible. Pretty great dynamics and keeps me intrigued and coming back. Love these types of games.
US	5	2018-11-25	4.1.1	DragonLover25944	This Game Is Awesome	Who ever made this game, ah it’s the best dragon game I’ve ever played! I love this game keep it up! Your very creative! 👍
US	5	2018-11-25	4.1.1	sasaseamore	Love this game!	I got so addicted to this game so fast! It’s really well made. Love the 3D effect. The only thing I would change is with the enchainment. It’s so hard to gain shards you actually need. I’d suggest being able to buy certain shards for coins or gems. I get frustrated when I never get the shards I actually need. All in all, this game is awesome! Keep up the good work!
US	5	2018-11-24	4.1.1	im so cooolz	Awesome	Awesome awesome awesome awesome awesome a awesome awesome app
US	5	2018-11-24	4.1.1	JL3107	Amazing	"This game is really amazing and it is the best because I have been playing for a while and stopped and got all my stuff back but all I need are friends so of you wanna friend me my code is
Friend Code: b5d3dd"
US	5	2018-11-24	4.1.1	Всесуканикнеймызаняты	Обожаю эту игруууу🤩🥰🦖🦕🐉🐲	🐉
US	5	2018-11-23	4.1.1	kajdbfifndbfjf	Amazing	This game is really fun for kids and some teens
US	5	2018-11-23	4.1.1	101Gaming101	Nice	👌👌👌
US	1	2018-11-23	4.1.1	Bunhieng	I’m hate this game	"I hate this game because this game alway update item and something

DO YOU KNOW MY INTERNET IS SUPER SUPER SUPER SLOWWWWW!!!!!"
US	5	2018-11-23	4.1.1	AidenBeast	Amazing	I was struggling at first and I got used to it this game is awesome
US	5	2018-11-22	4.1.1	jujuthemaster	Plz	Can I plz get 2new dragons plz.
US	5	2018-11-22	4.1.1	swajetmech	Good	This game is good🙁🙃🙃🙃🙃🙃🙃
US	4	2018-11-22	4.1.1	cherrycokeismyfavorite	It’s fun	I like the cute dragons. Wish there weren’t so many pop ups tho 😐😂
US	5	2018-11-22	4.1.1	nom nom goes hole	I like it	This is the cutest dragon game ever. I like the salamander dragon like its little face is so cuuute! Luv it 🐉
US	5	2018-11-22	4.1.1	ieatthose	Good game	This game is really good
US	5	2018-11-21	4.1.1	Funnehlovelove	OMG I LOVE DIS GAAAAAME'!!!!!!	Hello! I’m loving this game..like a lot! The animations,the dragons, I-I can’t stop playing! Make more updates plz!
US	5	2018-11-21	4.1.1	granppy	Great	Great to play
US	5	2018-11-20	4.1.1	fyvthtchcgrg	E	Awesome get it
US	5	2018-11-20	4.1.1	Jared Ensign	Awesome game	It’s my pleasure to be able to partake in such a adventurous and entertaining activity such as this game, I want you to do nothing different🤙
US	5	2018-11-19	4.1.1	DragonMLs biggest fan	Why I love DragonML	I love DragonML because it is so fun.Whoever invented DragonML is very smart to come up with all these fun and exciting things.Now it is time for me to get back to the best game in the world.Dragon Mania Legends.From DragonML biggest fan,Elizabeth.
US	4	2018-11-19	4.1.1	Rissaisawesome	Top 5 Dragon Games	This game is amazing but the only problems with this game is, it’s pay to win and there’s no way to delete your data when you redownload it. It makes me annoyed you simply can’t start over on a new island/account. But everything about this game is amazing and I would give it a try.
US	4	2018-11-19	4.1.1	Yunyunwd	Very fun and entertaining	Its very fun and entertaing,but I do have a few complaints about the energy.
US	2	2018-11-18	4.1.1	DopezabUSA	Became total pay to win	"Now I’ve been playing this since I was young but when I left fo a while I came back to find it has completely changed. To hatch even a common dragon (say smoke dragon,) It takes approximately 45 minutes to hatch a smoke dragon. Before it’s about a few minutes. But the reason of the title is because it turned to P2W. Totally. The time has increased for hatching eggs so you’ll need a hell lot of gems. There’s no way I’m paying real money to this game. Gameloft, I know you got a lot of P2W games, and DML is like those games like Asphalt 8. So please stop. I would have given it 1 star but because of the great battles and cute dragons I would give you a better rating.

End of talk."
US	5	2018-11-17	4.1.1	ماعرف شنو كنيه	واو	العبه كلش حلو طوروه 😍😍😍😍
US	5	2018-11-17	4.1.1	张裔艳姐姐	我来了	你好吗
US	5	2018-11-17	4.1.1	Katelyn rose slusher	Apsaloty awesome!	This game is aspaloty awesome it’s so much fun when I saw this my mind say that’s cool buy it buy it so I buy it but can u update the game called u can collect stuff to make dragon eggs with dragons in it
US	5	2018-11-16	4.1.1	mantismia	It’s great	I love this game
US	2	2018-11-16	4.1.1	jennarayetion	TOO MANY ADS!!	I’ve been playing DML for over a year. It’s fun and has so many cool, unique dragons. The only downside and absolutely annoyance is the overwhelming amount of ads. I can hardly play the game without being harassed by non stop pop-ups. The game is basically 80% ads. I have since taken a hiatus because it has become impossible to play or enjoy anymore.
US	5	2018-11-16	4.1.1	Hmturner341	Fun	I love that they’re are bosses
US	5	2018-11-15	4.1.1	Jadenewyo	Amazing Dragon game	At first I thought this is probably gonna be like all the other boring games I tried play. But no this one is actually Good! You can do all sorts of stuff from breeding to battles. I just wanna say to this creator or more, good job!
US	5	2018-11-14	4.1.1	Ashley mx	Reconocimiento	Muy buen juego se avanza rápido muy entretenido me encantan los dragones recomendado 100%
US	5	2018-11-12	4.1.1	Absol98	Bee Dragon	Bee Dragons are so cute 😃
US	4	2018-11-11	4.1.1	MeowsieMeows	Please read my RADIENT dragon dissapierd	I would have rated this game 5 stars and I’ve played for more than 2 years I even have the badge and I even forgot my favorite RADIENT dragon but I stopped for a few months after I forgot about it then as I started playing I notice something missing my RADIENT DRAGON is not their and not even in my collections please tell me if it’s removed or why I don’t have it :c
US	1	2018-11-10	4.1.1	dareena56	GETTING REALLY FED UP WITH THIS BULLSH*T	USED TO LOVE THIS GAME, NOW ITS TURNED INTO ABSOLUTE BULLSH*T! EVERY TIME I TRY TO PLAY IT CRASHES AND I LOSE PROGRESS, INCLUDING TICKETS, THE AMOUNT OF ADS IS BAFFLING AND IT WONT LET ME TRANSFER MY ACCOUNT TO ANOTHER DEVICE! PLEASE ADRESS THESE ISSUES
US	1	2018-11-10	4.1.1	game hater and lover	Boooooooo!!!!	I hate the game it glitches every single second.it is also the slowest app I’ve ever played and the only dragons it has is ones that are money 💰💰💰💸💸💵💵😡😡😡😡😐
US	2	2018-11-10	4.1.1	😇😤spook	Over charged	Every time I purchase something for example 9.99 and get charged over 20.00 love the game but don’t appreciate getting ripped off. Has happened several times can anything be done about it????? Hate to stop playing been playing for quite awhile. I just think it’s bs being charged double. Just bought gems for the 9.99 special price and got charged over 21.00.
US	5	2018-11-09	4.1.1	Mega red Praneel	Make better dragons easer to get	See there’s a lot of bad dragons but good ones are harder to get   there to much you have to spend a lot of money to get one dragon so they should make it cheaper even with real money more new easy dragons to get that are good
US	3	2018-11-08	4.1.1	Watermelooooon wolf	Good game but	I love this game. I think it is amazing. But, I was looking at the dragons which you have to pay with real money and I mean a dragon for $100 is way to expensive. And the blue tickets, for 25 gems it gives you 1 ticket.  It’s a great game buuuuuuut, it’s a bit pricey :/
US	1	2018-11-07	4.1.1	ginaKline	Free spin not working	No free spin given after watching ads & cards too
US	4	2018-11-07	4.1.1	dareena56	Great game, just one minor issue...	I’ve been playing this game for almost a month now and I absolutely enjoy it, but I’ve noticed lately it’s been crashing a lot. And when I say a lot, I mean a lot a lot. Like almost every four minutes. Now I’m scared to battle because every time I’m halfway through a battle and the game crashes, the battle is still incomplete, but I loss an energy bar. Also, this might just be my phone, but every time I play my screen gets really hot and my battery drains fast. Please fix!
US	5	2018-11-06	4.1.1	Hammer head gone nice	Love this	I love raising each dragon and training them they are all so cute. I treat them as if they were my real life pets
US	2	2018-11-05	4.1.1	GeoffWHO79	Rip Off	"After playing this game for 3 years I am finally done. I have paid money to support the game along the way so I feel ripped off. Unless you have no life ie. school, work, or family you can only get ahead by spending cash or cheating.
I find it hard to believe that someone at level 60 can collect more money than me in a challenge (I was at level 110). You can't win at it. It's disappointing to say because the game is fun to play but unless you are independently wealthy or are a cheater they it will only frustrate you to play the game."
US	5	2018-11-04	4.1.1	kimberlypressley	Just... WOW!	I love ❤️ this game! Awesome 👏 job!
US	1	2018-11-04	4.1.1	cathykkkk	Got banned	This game banned me for no reason. They claimed I cheated which I do not know what I did and they won’t tell me
US	5	2018-11-03	4.1.1	Goldy loxy	It😃😃😃😃😃😃😃	I love it thanks for making the game it saves your data if you delete it and you get it bAck your data saves😀
US	3	2018-11-03	4.1.1	wolfieNatalie77	Love the game but.....	I love this game but TOO MUCH COMMERCIALS! I just came into the game and there is already a commercial! Like wth!?! Plz fix this because I really love this game and play it everyday! When there is a commercial my game freezes and  I have to wait till the commercial shows up!
US	2	2018-11-03	4.1.1	logan plus	Cool game	Man this is fun but slow
US	5	2018-11-03		Clibbyw	AWESOME	"The game is very awesome and very fun keep it up.
Awesome!!!!!!!!!!!!!
Great game,very fun!"
US	5	2018-11-01	4.1.1	celise29	This is the best game	"This game is the most epic and best game ever i have played
🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲🐲"
US	5	2018-10-31	4.1.1	mariea the wolf	Wow so fun	This game is so fun! I love breeding different dragons to get a new kind and I love that the dragons have DIFFERENT powers some dragon game donut have different powers or not even powers at all well that’s all i need to say bye
US	5	2018-10-31		unown pokemon	Awesome game	This game brought back memory’s I don’t know why all people say pay to win PATIENCE you don’t need to upgrade the hatchery or get the extra den just be patient people also it’s a free game what do you expect the best game in the whoooolllee world your not gonna get that it’s free but DML is gr8 and no one says otherwise
US	4	2018-10-30	4.1.1	dragontlm	Great.....but	The game itself is great... rating a 5, or higher if I could.  BUT... pop-up ads every two to three minutes? COME ON! Really cuts into the flow of the game, and reduces enjoyment DRAMATICALLY!
US	5	2018-10-29	4.1.1	dddddgjibfrghu	Dragon mania	Good game
US	5	2018-10-29	4.1.1	Aianka0702	Всем советую🌳🐉🐲🐉🌳	Очень крутая игра,мне она очень нравится.Я раньше в неё играла а сейчас заново начала,не могли бы подсказать можно ли мне всё что у меня было вернуть обратно просто очень хочется.И заранее спасибки😊
US	2	2018-10-28	4.1.1	jkapes	Not great and not terrible	"The game concept and general mechanics are ok. Leveling up your dragons without spending real dollars gets hard once they hit the mid 20s and accessing new content successfully without leveling them up is pretty much impossible so be prepared to rinse and repeat battles over and over while you grow food and collect scrolls. If you do choose to spend real dollars, everything is so ridiculously overpriced... as in who the heck is dumb enough to spend $100 US dollars for items that will take less than an hour to run through? So, it’s an ok game, kills time between activities. The real downside are the ads. I don’t mind games ads, it’s what makes these games “free” after all. Unfortunately the ads contracted in this game frequently crash the game, open random windows in the browser, and when they say the add will finish in 5, it really means until you force it to stop otherwise it’ll just keep going. Also, it gets old having ads pop up about every 3 minutes.
Added note: I stuck it out but I’m done. When they set it up so you can’t pass a boss due to their in game mechanics then put a timer on your attempts to keep you from fulfilling the quest line before the timer runs out on Sunday, I’m done. I don’t need a game in my life that’s set up to create fail after fail with no way to remedy it. So. Done."
US	5	2018-10-25	4.1.1	GMS!	Good game	I haven’t played for like 3 years but I like it because of the dragons I rated 5 stars because I just like being nice and because I just like the game and it is a good game it really is and also hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii  world or a few people.
US	5	2018-10-25	4.1.1	XxIslandCatxX	Amazing	This is game is amazing. I love playing it with my friends. if you are thinking about buying this app you should.
US	4	2018-10-25	4.1.1	At jan	Fun but many purchases	There are many in-app purchases which is kind of a bummer, but it’s fine.
US	5	2018-10-25	4.1.1	Moonglow44	Dragon Mania Legends Suggestions	This game is 5/5 but it would be better if you came up a trade system for players to trade dragons
US	2	2018-10-23	4.1.1	Acro Monkey	Great game ruined by pop up adds	I don't mind watching adds to speed things along, unlock parts of the game, or after completing a few levels. This game has all of that AND tons of pop up adds. The game is great but you're constantly closing out pop ups. It gets old real quick.
US	4	2018-10-22	4.1.1	Elyana.R	Gg bailoff	Pretty tight
US	5	2018-10-20	4.1.1	a person23256	Me	I play this game a lot and I love it
US	5	2018-10-20	4.1.1	Victor0670	Awesome	I just got the game on 2016 I worked hard and I just love this game
US	5	2018-10-19	4.1.1	Missluvpuff	Love this game!	This game is so much fun and the dragons are so cute! Thanks Corinne from treadbanger! I would have never found this without you!
US	5	2018-10-18	4.1.1	dogzayn	Dog zayon	☹️😡😡😡😡😡😡😡😡😡😡😡😡😡🐲💔❤️♊️♎️♓️♉️☯️☦️♉️♉️☯️📳📴🈺🈸✴️📴🈶🈶🉑🈶🉑☢️☢️🈷️🈷️✴️🈷️📳㊗️🈵💮🈲㊗️㊙️🉐🈹🈹🈲🈹🈹🈹🈹🈹🈹🈹🈲🈵🈲🉐㊙️㊙️㊗️🈹🈲🈲🈹🈲🈲🈲🈹🉐🈲🈲🈹🈵🈯️🆙🆗🎵🇱🇷
US	5	2018-10-17	4.1.1	skskskskskdkdksdksks	To dragons	I love your game and I am 7 and I was wodering if you could give me some gems please
US	4	2018-10-17	4.1.1	bookwormgirl16	Wonderful	I think this game is great! Sometimes I wish that certain things could be done differently, but overall, I love this game! I’ve been searching for a fantasy, build your own world kind of thing. And this takes the cake!!! I like the fact that there are many different challenges you can complete! I definitely recommend this to anyone who is looking for something new and full of dragons!
US	5	2018-10-16	4.1.1	Tomthecat7	Awesome	So great but it might seem like ur typical idle game or whatever but it ain’t
US	5	2018-10-16	4.1.1	cring person	I love this game	This game is a very good game! I love all the things and special quest with the special dragons
US	5	2018-10-15	4.1.1	LuckyLukeAV	Account problem	Couldn’t get my account back
US	5	2018-10-15	4.1.1	Monke1328	This game is amazing !!!	This game is amazing. It is a great time killer to play.
US	5	2018-10-14	4.1.1	Tiftif810	Fountain of youth	I think you should not make the fountain of youth cost diamonds
US	5	2018-10-14	4.1.1	Mrdrps122	Love dml	I love this game the fact that u can get so many dragons is outstanding also I hope the creator sends a lot of gems food and coins I love this game thank you
US	5	2018-10-14	4.1.1	FRIGHTEND SPEECHLES	BEST GAME EVER	IM SO IMPRESSED THIS GAME IS AMAZING
US	3	2018-10-12	4.1.1	jkapes	Not great and not terrible	The game concept and general mechanics are ok. Leveling up your dragons without spending real dollars gets hard once they hit the mid 20s and accessing new content successfully without leveling them up is pretty much impossible so be prepared to rinse and repeat battles over and over while you grow food and collect scrolls. If you do choose to spend real dollars, everything is so ridiculously overpriced... as in who the heck is dumb enough to spend $100 US dollars for items that will take less than an hour to run through? So, it’s an ok game, kills time between activities. The real downside are the ads. I don’t mind games ads, it’s what makes these games “free” after all. Unfortunately the ads contracted in this game frequently crash the game, open random windows in the browser, and when they say the add will finish in 5, it really means until you force it to stop otherwise it’ll just keep going. Also, it gets old having ads pop up about every 3 minutes.
US	5	2018-10-12	4.1.1	booty. heeks	I love u	I farted on my pillow
US	5	2018-10-11	4.1.1	Hahahahahaha..........	ADDS, ADDS ,ADDS......	"LETS GET TO THE POINT: ADDS
(OF COURSE this is a GOOD GAME AND ALL..)
but, the adds are making me... SOOO ANNOYED (no offense to gameloft;)
The thing is, I don't know if its my ipad,(which is an Ipad3),but these ads have to stop. I always get a Lunchebles ad. Ive memoed.it by now. But, overall, this game is AWESOME!!! LOVE IT, BUT, REMOVE THE ADS:("
US	5	2018-10-11	4.1.1	Youknowmetoo123	Great game	Dragons are fun to breed, you never know what your going to get.
US	3	2018-10-11	4.1.1	Nissanator	Great game! But somethings wrong	This game is by far the best I have played. But like some other people have said, the big portion of the game is basically made up of in app purchases. I understand this may give the owner good money but yet again, the more you push people to buy people will start to leave. But otherwise it is a great game!
US	5	2018-10-11	4.1.1	Buttercup700	Great game for kids	"My 7 year old loves this game. Teaches him how to ""save"" money and wait to ""purchase"" things he wants in the game. Also teaches how to prioritize tasks. He loves the graphics and ""taking care of"" the dragons. This game was perfect to have on our long road trip from Michigan to Texas."
US	5	2018-10-11	4.1.1	Wolfy12	Great game!	When he did the first game it didn’t come from a little too omg I had a good app but I had no one in my mind that I can not play the app and it has a good game it is a little bit better but I can not get the app on the game I can’t get the app it and it won’t let us get to it and I have no problem getting my computer and I can’t get the game it and it crashes so please send it back and I can not get the game it to the game it and it has to get me the game is a little slow but it has to come out I have a game and I can play the app it is a good app and it has to get me the game I can get to get the app!!!!!!!!!!
US	1	2018-10-11	4.1.1	Tffgffffffgf	PLEASE FIX THIS	The game says that I have max number of all the habitats and I don’t have all of them makes me sad please fix this 😭
US	5	2018-10-10	4.1.1	nico la verdad	La verdad	La verdad es que no es nada malo es muy bueno y entretenido y grasias por crearlo y espero que ustedes siga mejorando y creando más nuevos juegos
US	5	2018-10-10	4.1.1	TheRealGoldenDragon	Amazing	This game is so fun and I have absolutely so much fun playing it I can’t stop! Sometimes I even have to go to the bathroom during classes just to play this amazing game.
US	5	2018-10-10	4.1.1	hi l l why	Hi I I why	It is so amazing
US	5	2018-10-10	4.1.1	Bears fan9273	Amazing game!!!	You guys have great ideas and I love this game!  You need to keep up the good work!
US	5	2018-10-10	4.1.1	kath3848281	Wow	This game is just good and that’s all I have to say
US	5	2018-10-10	4.1.1	!reaper22!	The Great Dragon Game	This has very good sensitivity and the dragones look really realistic.This is the best dragon game Iv’e ever played
